id;player_id;tournament_id;course_id;hole_1;hole_2;hole_3;hole_4;hole_5;hole_6;hole_7;hole_8;hole_9;hole_10;hole_11;hole_12;hole_13;hole_14;hole_15;hole_16;hole_17;hole_18
1;25980;37669;63400;907;53998;81867;77984;12844;10698;28334;76102;1842;54126;43224;96299;84012;34187;39215;63262;17949;93202
2;75369;10250;78880;93722;17375;68788;77085;6783;94729;30096;16637;70817;77098;6735;70857;58217;47357;34588;5792;62091;7469
3;4574;85241;87153;99014;97348;67605;96887;44595;74965;64757;13008;59439;75826;38361;2458;6562;2212;82151;32361;37183;48864
4;81878;77040;25250;68329;102;44590;15893;27362;46853;99712;94430;42618;10219;45138;85420;16362;52702;79480;82592;69368;29837
5;22076;83994;8238;77282;68049;23005;65451;13133;27325;86805;95086;96323;15105;3130;43233;73127;94361;90952;41972;85736;63852
6;96452;39759;76009;27421;44229;98397;31195;40933;32074;89409;72442;22995;74583;21310;20035;3113;86812;65166;71492;36852;56275
7;86435;47153;47320;54323;96819;15924;18552;20370;86862;9116;77659;15365;77092;45369;84478;53035;76102;1786;62622;79679;13124
8;29416;3252;91183;92084;96751;61665;18545;79653;46209;48152;123;11730;59832;12518;60730;68556;24753;43030;55841;20052;22554
9;49159;16082;6420;65151;58197;32592;26899;59026;79755;43324;31036;98435;45522;14958;1162;46459;7244;68045;39249;39554;47993
10;97469;60002;72188;29166;65698;69498;75705;86012;95264;77985;90781;3961;72428;48050;74916;10493;14592;24204;10279;98666;57090
